dynamism,urgency,scale,cost,travel_time,tardiness,over_time,is_valid,scenario_id,random_seed,repetition,comp_time,num_vehicles,num_orders,num_reauctions,num_unsuc_reauctions,num_failed_reauctions
dynamism,urgency,scale,cost,travel_time,tardiness,over_time,is_valid,scenario_id,random_seed,repetition,comp_time,num_vehicles,num_orders,num_reauctions,num_unsuc_reauctions,num_failed_reauctions
0.2,20,5.0,-1,-1,-1,-1,false,0.20-20-5.00-8,7919,0,-1,50,600,-1,-1,-1
0.2,20,5.0,-1,-1,-1,-1,false,0.20-20-5.00-2,7919,0,-1,50,600,-1,-1,-1
0.2,20,5.0,34985.50453333333,8289.428083333334,23478.37645,3217.7,true,0.20-20-5.00-8,7919,0,4580799,50,600,0,0,0
0.2,20,5.0,39053.217566666666,8543.5879,26989.946333333333,3519.6833333333334,true,0.20-20-5.00-2,7919,0,5165096,50,600,0,0,0
0.5,20,5.0,34972.96261666667,8539.319983333333,22931.275966666668,3502.366666666667,true,0.50-20-5.00-4,7919,0,5640244,50,600,0,0,0
0.8,20,5.0,33179.773766666665,8421.2618,21407.77863333333,3350.733333333333,true,0.80-20-5.00-0,7919,0,5227791,50,600,0,0,0
0.8,20,5.0,31957.474116666668,8450.681866666666,20207.14225,3299.65,true,0.80-20-5.00-6,7919,0,5211169,50,600,0,0,0
